episode,timestep,reward
1305,245000,-5.8567
1310,246000,-4.7917
1314,247000,-4.1973
1319,248000,-4.9379
1323,249000,-5.1804
1327,250000,-3.4872
1332,251000,-3.4341
1336,252000,-6.14
1341,253000,-5.2869
1345,254000,-5.3825
1350,255000,-4.4712
1354,256000,-5.7933
1359,257000,-4.9242
1363,258000,-5.1131
1368,259000,-3.8377
1372,260000,-5.5662
1377,261000,-3.9277
1381,262000,-4.0499
1386,263000,-4.2399
1390,264000,-5.4038
1395,265000,-4.5785
1400,266000,-4.597
1404,267000,-5.738
1409,268000,-5.5138
1413,269000,-3.9296
1418,270000,-4.9662
1423,271000,-5.4524
1428,272000,-3.8422
1433,273000,-5.0912
1437,274000,-6.4143
1442,275000,-5.7154
1448,276000,-6.1685
1452,277000,-5.3672
1456,278000,-6.2915
1461,279000,-5.4963
1466,280000,-5.6962
1471,281000,-4.9389
1475,282000,-4.2478
1480,283000,-5.433
1484,284000,-4.7392
1488,285000,-4.9564
1493,286000,-3.7176
1497,287000,-6.1086
1502,288000,-5.4309
1506,289000,-5.672
1511,290000,-4.1392
1515,291000,-5.0625
1520,292000,-4.7256
1524,293000,-5.8624
1529,294000,-5.2807
1534,295000,-4.9471
1538,296000,-6.2054
1542,297000,-4.3697
1547,298000,-4.6271
1551,299000,-5.0512
1556,300000,-4.4635
1560,301000,-6.1536
1565,302000,-3.7784
1570,303000,-5.4549
1575,304000,-4.5356
1580,305000,-2.7956
1584,306000,-3.5291
1589,307000,-3.4973
1593,308000,-3.0088
1598,309000,-3.8318
1603,310000,-5.0234
1607,311000,-4.6465
1612,312000,-3.8504
1617,313000,-4.9604
1622,314000,-3.3188
1626,315000,-2.7745
1631,316000,-3.809
1636,317000,-4.386
1640,318000,-4.1609
1645,319000,-3.6238
1650,320000,-3.9288
1654,321000,-3.9308
1659,322000,-3.9454
1664,323000,-4.3234
1669,324000,-5.1352
1673,325000,-3.971
1678,326000,-5.1794
1682,327000,-3.6529
1687,328000,-4.4576
1691,329000,-3.8935
1696,330000,-4.3341
1701,331000,-4.7721
1706,332000,-4.2648
1710,333000,-4.0878
1715,334000,-4.4219
1719,335000,-1.8068
1724,336000,-4.0365
1728,337000,-4.3126
1733,338000,-4.1907
1738,339000,-3.108
1743,340000,-3.6965
1747,341000,-3.6192
1752,342000,-5.522
1756,343000,-4.1666
1761,344000,-4.1023
1766,345000,-3.6725
1771,346000,-3.58
1775,347000,-4.9564
1780,348000,-4.4122
1785,349000,-4.0203
1789,350000,-4.7172
1794,351000,-3.593
1799,352000,-4.0268
1804,353000,-3.8762
1809,354000,-4.4417
1813,355000,-4.0887
1818,356000,-3.7409
1823,357000,-4.1534
1827,358000,-4.4226
1832,359000,-3.5312
1837,360000,-3.9161
1842,361000,-3.5817
1846,362000,-2.5079
1851,363000,-4.8423
1856,364000,-4.0892
1861,365000,-5.6537
1866,366000,-4.5397
1870,367000,-3.8377
1875,368000,-3.3533
1879,369000,-3.93
1884,370000,-4.0192
1889,371000,-4.2165
1893,372000,-3.695
1898,373000,-3.9644
1903,374000,-4.5682
1908,375000,-4.2312
1913,376000,-6.0333
1918,377000,-3.7309
1922,378000,-4.3161
1927,379000,-4.5607
1932,380000,-4.1375
1937,381000,-4.3086
1942,382000,-4.5073
1946,383000,-5.4806
1951,384000,-4.5534
1956,385000,-4.6944
1960,386000,-4.6275
1965,387000,-2.991
1970,388000,-5.0744
1974,389000,-4.8011
1979,390000,-3.9842
1983,391000,-4.7575
1988,392000,-4.3841
1993,393000,-4.7903
1998,394000,-4.46
2002,395000,-5.1554
2006,396000,-3.8753
2011,397000,-5.2832
2016,398000,-4.7068
2020,399000,-3.9745
2025,400000,-3.7755
2030,401000,-4.1813
2034,402000,-4.4267
2039,403000,-3.1408
2043,404000,-5.2929
2048,405000,-4.1315
2052,406000,-5.2625
2057,407000,-5.7949
2062,408000,-4.0896
2066,409000,-3.8741
2071,410000,-3.2938
2076,411000,-4.4086
2080,412000,-4.3999
2085,413000,-4.4592
2090,414000,-4.6071
2094,415000,-4.9106
2099,416000,-3.2494
2104,417000,-5.2944
2108,418000,-5.1535
2114,419000,-4.1165
2118,420000,-3.738
2123,421000,-3.3322
2128,422000,-4.2545
2133,423000,-4.564
2137,424000,-4.9763
2142,425000,-3.6328
2147,426000,-3.7699
2151,427000,-4.5338
2156,428000,-4.0421
2160,429000,-3.957
2165,430000,-2.6976
2170,431000,-5.4015
2174,432000,-6.1563
2179,433000,-4.4138
2183,434000,-2.7787
2188,435000,-3.2708
2192,436000,-3.8198
2198,437000,-4.3079
2202,438000,-4.1216
2207,439000,-4.2882
2211,440000,-4.0368
2216,441000,-3.9589
2221,442000,-5.1774
2226,443000,-4.5477
2230,444000,-3.6845
2235,445000,-3.7243
2239,446000,-3.9443
2244,447000,-3.7568
2249,448000,-4.9042
2253,449000,-3.3913
2258,450000,-5.333
2263,451000,-5.4418
2267,452000,-4.791
2272,453000,-4.9991
2277,454000,-4.2968
2282,455000,-5.4463
2286,456000,-4.3637
2291,457000,-4.0327
2296,458000,-5.738
2300,459000,-3.8187
2305,460000,-3.925
2309,461000,-4.6331
2314,462000,-3.8268
2318,463000,-4.8762
2323,464000,-3.9233
2328,465000,-4.2936
2333,466000,-4.346
2337,467000,-3.8135
2342,468000,-3.8818
2347,469000,-3.9542
2352,470000,-4.804
2357,471000,-6.0734
2362,472000,-4.2378
2367,473000,-5.2215
2372,474000,-3.8095
2377,475000,-4.3993
2381,476000,-4.518
2386,477000,-5.2847
2391,478000,-2.6399
2395,479000,-3.7601
2400,480000,-3.2784
2404,481000,-3.4006
2409,482000,-4.6854
2414,483000,-4.1045
2418,484000,-4.3874
2423,485000,-3.6327
2428,486000,-4.0785
2432,487000,-3.4023
2437,488000,-3.7019
2442,489000,-4.3649
2447,490000,-5.9724
2452,491000,-2.783
2456,492000,-4.3144
2460,493000,-3.1185
2465,494000,-3.3564
2469,495000,-4.7134
2474,496000,-4.3907
2479,497000,-4.4865
2484,498000,-4.2808
2488,499000,-6.7414
2493,500000,-4.1852
2498,501000,-5.2517
2503,502000,-3.1707
2507,503000,-4.1641
2512,504000,-3.8507
2517,505000,-3.2218
2521,506000,-3.2694
2527,507000,-4.0721
2532,508000,-3.6954
2537,509000,-3.962
2542,510000,-4.1806
2548,511000,-4.6208
2552,512000,-2.8584
2558,513000,-3.6345
2562,514000,-3.4715
2567,515000,-4.0378
2572,516000,-4.8224
2577,517000,-4.4926
2581,518000,-3.5567
2586,519000,-4.4588
2591,520000,-3.895
2596,521000,-5.1676
2600,522000,-4.9604
2605,523000,-3.1799
2610,524000,-3.4538
2614,525000,-2.6039
2620,526000,-4.3187
2625,527000,-3.6614
2630,528000,-4.4043
2634,529000,-5.1976
2640,530000,-4.6759
2645,531000,-4.0998
2649,532000,-3.7403
2654,533000,-4.3654
2659,534000,-4.0835
2664,535000,-3.2906
2669,536000,-3.1585
2673,537000,-4.6743
2678,538000,-3.3364
2683,539000,-4.1604
2688,540000,-4.2384
2692,541000,-3.2747
2697,542000,-4.2369
2702,543000,-3.5828
2706,544000,-3.2097
2711,545000,-4.4252
2716,546000,-3.3392
2720,547000,-4.759
2724,548000,-6.4773
2729,549000,-4.7384
2733,550000,-4.1596
2738,551000,-3.3734
2743,552000,-3.5868
2748,553000,-3.732
2753,554000,-4.1181
2757,555000,-3.7515
2762,556000,-2.9429
2767,557000,-3.9697
2771,558000,-4.3843
2776,559000,-4.248
2781,560000,-4.0846
2786,561000,-3.6646
2791,562000,-3.6034
2796,563000,-2.5044
2801,564000,-4.6785
2806,565000,-4.4543
2811,566000,-4.0388
2816,567000,-4.0383
2821,568000,-5.0579
2826,569000,-4.0482
2831,570000,-3.3766
2836,571000,-4.1224
2842,572000,-4.9745
2848,573000,-4.5244
2853,574000,-4.6159
2858,575000,-4.2677
2863,576000,-3.2341
2868,577000,-3.6735
2873,578000,-4.6819
2878,579000,-4.8955
2883,580000,-4.6909
2888,581000,-3.9671
2893,582000,-4.2416
2898,583000,-4.7966
2902,584000,-4.0214
2907,585000,-3.0778
2912,586000,-2.0469
2917,587000,-3.6365
2922,588000,-2.9553
2927,589000,-4.1067
2931,590000,-3.9426
2936,591000,-3.9857
2941,592000,-3.7803
2945,593000,-3.9537
2950,594000,-3.5708
2955,595000,-3.3385
2960,596000,-2.7664
2965,597000,-3.8023
2970,598000,-3.2442
2974,599000,-3.8272
2979,600000,-3.5139
2984,601000,-4.4858
2989,602000,-4.5954
2994,603000,-4.2855
2998,604000,-4.292
3003,605000,-3.6745
3007,606000,-3.8465
3013,607000,-5.4491
3018,608000,-5.0398
3023,609000,-3.9053
3027,610000,-4.9399
3032,611000,-5.2842
3037,612000,-3.6172
3042,613000,-4.5431
3046,614000,-2.3324
3051,615000,-3.855
3056,616000,-4.0561
3061,617000,-5.1181
3065,618000,-5.0673
3071,619000,-4.8486
3075,620000,-3.7821
3080,621000,-5.1191
3085,622000,-5.1601
3090,623000,-4.4023
3095,624000,-3.5411
3100,625000,-4.5271
3104,626000,-3.3644
3108,627000,-2.3694
3113,628000,-4.1027
3118,629000,-4.7896
3123,630000,-4.7014
3127,631000,-3.2171
3132,632000,-3.6729
3137,633000,-3.5068
3142,634000,-4.8702
3147,635000,-4.5839
3152,636000,-4.4241
3156,637000,-4.3166
3161,638000,-5.4232
3166,639000,-5.3414
3171,640000,-4.295
3175,641000,-4.6299
3180,642000,-4.437
3185,643000,-4.5046
3190,644000,-4.8379
3195,645000,-5.0204
3200,646000,-5.1184
3205,647000,-5.6186
3210,648000,-3.2946
3215,649000,-5.0564
3220,650000,-4.0009
3225,651000,-4.0003
3229,652000,-4.9699
3236,653000,-4.9287
3242,654000,-4.6651
3248,655000,-4.8464
3253,656000,-4.4777
3259,657000,-4.6439
3265,658000,-4.7647
3271,659000,-5.8224
3275,660000,-2.9014
3280,661000,-5.0755
3285,662000,-4.8378
3290,663000,-3.2844
3296,664000,-3.6676
3301,665000,-3.617
3307,666000,-5.0486
3311,667000,-3.5575
3317,668000,-4.5261
3322,669000,-3.9787
3326,670000,-4.2836
3331,671000,-5.8006
3336,672000,-5.9759
3341,673000,-3.9473
3346,674000,-5.5074
3351,675000,-4.6687
3356,676000,-4.5823
3361,677000,-5.2359
3366,678000,-5.0672
3371,679000,-5.4279
3376,680000,-5.0054
3381,681000,-5.1939
3386,682000,-4.0695
3391,683000,-5.1297
3396,684000,-4.451
3401,685000,-4.3413
3406,686000,-4.4172
3411,687000,-4.1406
3416,688000,-6.0954
3422,689000,-5.007
3427,690000,-4.897
3431,691000,-4.5284
3436,692000,-4.8917
3441,693000,-4.5384
3446,694000,-4.7061
3450,695000,-3.1865
3455,696000,-4.8936
3460,697000,-4.7971
3465,698000,-4.5065
3470,699000,-4.838
3475,700000,-5.4451
3480,701000,-4.5217
3485,702000,-3.6255
3490,703000,-4.0503
3496,704000,-4.7973
3501,705000,-4.2585
3506,706000,-4.1045
3511,707000,-3.8991
3516,708000,-4.1808
3522,709000,-3.9685
3526,710000,-4.1355
3531,711000,-4.0058
3536,712000,-3.0661
3541,713000,-3.113
3546,714000,-4.6812
3550,715000,-3.4023
3555,716000,-3.6628
3560,717000,-3.6249
3567,718000,-4.4201
3572,719000,-3.925
3577,720000,-3.8652
3583,721000,-3.6148
3587,722000,-3.6532
3592,723000,-3.674
3596,724000,-3.8705
3601,725000,-4.2102
3606,726000,-3.0995
3610,727000,-4.0321
3615,728000,-3.7451
3620,729000,-3.484
3625,730000,-5.1058
3630,731000,-3.0438
3635,732000,-3.6198
3640,733000,-3.2452
3645,734000,-4.7422
3649,735000,-2.457
3654,736000,-2.837
3659,737000,-4.0961
3663,738000,-3.5955
3668,739000,-3.9788
3673,740000,-3.0661
3677,741000,-3.8683
3682,742000,-3.0738
3687,743000,-2.7439
3691,744000,-2.5972
3696,745000,-4.0731
3701,746000,-3.1617
3705,747000,-3.0774
3710,748000,-3.6584
3714,749000,-5.4541
3719,750000,-3.8668
3723,751000,-5.4801
3727,752000,-4.0595
3732,753000,-3.7327
3737,754000,-4.3624
3742,755000,-4.0413
3747,756000,-2.939
3751,757000,-4.0062
3756,758000,-3.809
3761,759000,-3.2676
3765,760000,-3.0025
3770,761000,-2.938
3775,762000,-2.7189
3780,763000,-2.7565
3785,764000,-3.464
3790,765000,-3.0463
3794,766000,-3.7483
3799,767000,-2.3891
3804,768000,-3.7429
3809,769000,-3.962
3813,770000,-4.292
3818,771000,-3.7816
3824,772000,-3.4964
3828,773000,-4.075
3833,774000,-4.348
3838,775000,-3.289
3842,776000,-3.4762
3847,777000,-4.4707
3851,778000,-3.4815
3857,779000,-4.2283
3862,780000,-4.0906
3866,781000,-3.8329
3871,782000,-3.8045
3876,783000,-3.9818
3881,784000,-2.6924
3886,785000,-3.8412
3890,786000,-3.5351
3895,787000,-3.9042
3900,788000,-3.9146
3905,789000,-4.153
3910,790000,-2.8541
3915,791000,-3.9633
3920,792000,-3.9443
3924,793000,-3.7968
3929,794000,-3.4189
3934,795000,-4.167
3938,796000,-3.1206
3944,797000,-5.1209
3949,798000,-3.9639
3954,799000,-4.8786
3959,800000,-4.3324
3964,801000,-4.805
3968,802000,-5.9772
3973,803000,-3.1276
3978,804000,-5.3426
3982,805000,-3.2366
3987,806000,-4.1671
3992,807000,-3.8932
3996,808000,-4.0044
4001,809000,-3.2775
4006,810000,-4.4505
4010,811000,-2.8118
4015,812000,-3.6259
4020,813000,-4.4495
4025,814000,-4.0437
4030,815000,-4.3109
4035,816000,-4.1218
4040,817000,-4.7358
4045,818000,-4.3127
4051,819000,-4.6566
4055,820000,-4.7021
4061,821000,-4.6374
4066,822000,-4.5038
4070,823000,-4.7448
4076,824000,-3.8129
4080,825000,-3.3913
4085,826000,-4.1979
4090,827000,-4.6571
4094,828000,-4.0389
4099,829000,-3.6668
4103,830000,-5.5508
4108,831000,-4.4613
4113,832000,-4.1087
4117,833000,-5.4441
4122,834000,-3.9091
4126,835000,-4.1992
4131,836000,-4.68
4136,837000,-5.7494
4140,838000,-4.1381
4145,839000,-4.3848
4149,840000,-4.9435
4154,841000,-3.8241
4159,842000,-5.2697
4164,843000,-4.2313
4169,844000,-4.8185
4174,845000,-5.0258
4180,846000,-4.5231
4185,847000,-4.5929
4189,848000,-3.4459
4194,849000,-3.8441
4199,850000,-4.4212
4204,851000,-4.4105
4209,852000,-5.5367
4213,853000,-4.0936
4218,854000,-4.5499
4223,855000,-4.7696
4227,856000,-3.9956
4234,857000,-4.756
4239,858000,-4.72
4243,859000,-2.651
4248,860000,-4.3765
4254,861000,-3.5737
4259,862000,-4.6037
4264,863000,-3.8747
4269,864000,-4.3878
4274,865000,-5.2163
4278,866000,-4.2661
4284,867000,-4.4269
4288,868000,-5.9862
4293,869000,-3.8309
4297,870000,-4.6273
4302,871000,-3.848
4307,872000,-3.4612
4312,873000,-3.946
4317,874000,-3.7354
4322,875000,-3.2022
4327,876000,-4.6626
4332,877000,-4.8695
4337,878000,-2.7181
4342,879000,-3.7267
4347,880000,-3.497
4351,881000,-3.6839
4356,882000,-2.5071
4361,883000,-4.2863
4366,884000,-4.2285
4370,885000,-1.8063
4376,886000,-4.1802
4381,887000,-3.3178
4386,888000,-4.6303
4391,889000,-4.3052
4395,890000,-2.176
4400,891000,-4.841
4404,892000,-3.5956
4408,893000,-4.0012
4413,894000,-3.275
4417,895000,-2.248
4422,896000,-4.4869
4428,897000,-5.2159
4432,898000,-4.4246
4437,899000,-3.8387
4442,900000,-3.2598
4447,901000,-4.7411
4452,902000,-4.2234
4456,903000,-3.1546
4461,904000,-5.5651
4466,905000,-4.0545
4470,906000,-5.1141
4475,907000,-3.5344
4480,908000,-3.5643
4485,909000,-4.8086
4489,910000,-3.4158
4493,911000,-4.2952
4498,912000,-5.1007
4504,913000,-4.1866
4509,914000,-4.1419
4513,915000,-5.5903
4518,916000,-3.0528
4522,917000,-4.5545
4527,918000,-3.331
4531,919000,-4.3454
4536,920000,-4.3919
4541,921000,-4.3635
4545,922000,-3.5587
4550,923000,-4.3297
4554,924000,-3.503
4559,925000,-2.7971
4563,926000,-3.2796
4568,927000,-4.9593
4573,928000,-3.4255
4577,929000,-2.2431
4582,930000,-3.9846
4587,931000,-4.3976
4591,932000,-5.1464
4596,933000,-3.3774
4600,934000,-3.996
4605,935000,-5.3265
4609,936000,-3.8817
4614,937000,-4.1894
4619,938000,-4.9318
4624,939000,-4.7009
4628,940000,-3.8451
4633,941000,-3.4084
4637,942000,-3.8244
4642,943000,-3.6518
4646,944000,-2.9197
4650,945000,-2.6657
4656,946000,-4.1372
4661,947000,-3.4699
4665,948000,-3.1274
4670,949000,-4.5645
4675,950000,-4.427
4680,951000,-4.2801
4685,952000,-3.259
4689,953000,-3.4669
4694,954000,-2.7449
4698,955000,-3.5116
4703,956000,-2.6581
4708,957000,-1.5806
4712,958000,-3.2402
4717,959000,-1.8933
4721,960000,-3.8122
4726,961000,-2.1361
4730,962000,-3.017
4735,963000,-4.7233
4740,964000,-4.2157
4745,965000,-4.0325
4750,966000,-4.1453
4755,967000,-3.5196
4759,968000,-4.0359
4764,969000,-3.6944
4769,970000,-4.527
4773,971000,-3.3455
4778,972000,-2.7993
4783,973000,-3.4925
4787,974000,-4.2028
4792,975000,-3.6396
4796,976000,-3.7769
4801,977000,-3.2289
4805,978000,-3.3278
4810,979000,-2.7122
4815,980000,-4.3954
4820,981000,-2.8027
4824,982000,-2.9732
4828,983000,-1.5041
4833,984000,-3.1639
4837,985000,-4.129
4842,986000,-2.4202
4847,987000,-3.9908
4852,988000,-5.4141
4857,989000,-4.3645
4861,990000,-3.5433
4866,991000,-4.1692
4870,992000,-4.6215
4875,993000,-4.9702
4880,994000,-3.1588
4884,995000,-3.8935
4889,996000,-4.0816
4893,997000,-2.3225
4898,998000,-3.1139
4903,999000,-3.3819
4908,1000000,-3.2955
4913,1001000,-1.8241
4917,1002000,-3.3925
4922,1003000,-3.9042
4927,1004000,-3.4891
4931,1005000,-2.6809
4936,1006000,-3.2994
4941,1007000,-2.6599
4946,1008000,-4.2177
4951,1009000,-2.9797
4955,1010000,-2.4473
4960,1011000,-3.6732
4964,1012000,-2.4498
4969,1013000,-2.332
4974,1014000,-2.839
4978,1015000,-2.7853
4983,1016000,-3.3971
4988,1017000,-3.7814
4993,1018000,-2.6342
4997,1019000,-2.1413
5002,1020000,-3.441
5006,1021000,-2.8245
5011,1022000,-2.9698
5016,1023000,-3.9545
5020,1024000,-3.8696
5025,1025000,-3.2813
5029,1026000,-4.9679
5034,1027000,-4.6304
5038,1028000,-3.4237
5043,1029000,-2.6327
5047,1030000,-4.6634
5052,1031000,-4.4891
5057,1032000,-4.0052
5061,1033000,-2.933
5066,1034000,-2.6969
5070,1035000,-4.5375
5075,1036000,-3.5
5079,1037000,-3.3866
5084,1038000,-3.5718
5088,1039000,-3.2944
5093,1040000,-3.5581
5097,1041000,-2.9748
5102,1042000,-3.5491
5106,1043000,-4.0849
5111,1044000,-2.8452
5116,1045000,-2.2705
5120,1046000,-2.8567
5125,1047000,-2.9627
5129,1048000,-2.2853
5134,1049000,-2.1527
5138,1050000,-3.0548
5143,1051000,-3.0655
5147,1052000,-3.5582
5152,1053000,-3.7462
5157,1054000,-3.7591
5161,1055000,-4.0001
5166,1056000,-4.0412
5170,1057000,-3.3292
5175,1058000,-3.6917
5179,1059000,-3.2557
5184,1060000,-3.2244
5189,1061000,-3.162
5194,1062000,-3.1154
5198,1063000,-1.9305
5203,1064000,-2.4797
5207,1065000,-2.7111
5212,1066000,-3.5086
5217,1067000,-2.748
5221,1068000,-2.8593
5226,1069000,-3.0874
5230,1070000,-1.8304
5235,1071000,-3.2595
5239,1072000,-3.0147
5244,1073000,-4.3406
5248,1074000,-4.8185
5252,1075000,-3.8908
5257,1076000,-3.073
5261,1077000,-2.2825
5266,1078000,-4.5964
5271,1079000,-2.9499
5275,1080000,-2.8324
5279,1081000,-1.9121
5284,1082000,-3.6947
5288,1083000,-2.1704
5293,1084000,-4.3572
5298,1085000,-3.4434
5303,1086000,-3.8122
5308,1087000,-3.8025
5313,1088000,-3.6597
5318,1089000,-3.4125
5323,1090000,-3.5842
5328,1091000,-5.1599
5332,1092000,-3.4573
5337,1093000,-2.3243
5341,1094000,-3.4206
5346,1095000,-4.2829
5351,1096000,-3.2946
5355,1097000,-3.5895
5360,1098000,-2.1397
5365,1099000,-3.2733
5369,1100000,-5.2932
5374,1101000,-3.1433
5378,1102000,-1.5631
5383,1103000,-4.3243
5388,1104000,-4.4466
5392,1105000,-3.9387
5397,1106000,-3.143
5401,1107000,-2.1528
5405,1108000,-3.0301
5410,1109000,-4.1189
5414,1110000,-3.4931
5419,1111000,-5.1548
5424,1112000,-4.4926
5429,1113000,-5.0402
5433,1114000,-2.723
5438,1115000,-3.5125
5443,1116000,-3.0397
5448,1117000,-3.031
5452,1118000,-5.1454
5457,1119000,-3.323
5461,1120000,-3.6196
5466,1121000,-1.0508
5471,1122000,-3.1698
5475,1123000,-3.2738
5480,1124000,-3.0416
5485,1125000,-3.9858
5490,1126000,-3.2309
5494,1127000,-3.3812
5499,1128000,-2.9929
5503,1129000,-3.9344
5508,1130000,-2.9978
5512,1131000,-3.4659
5518,1132000,-4.1611
5522,1133000,-3.6294
5527,1134000,-3.6296
5531,1135000,-3.6194
5536,1136000,-2.151
5541,1137000,-3.8752
5546,1138000,-3.6157
5550,1139000,-1.7589
5556,1140000,-3.6317
5560,1141000,-4.8665
5565,1142000,-3.6315
5570,1143000,-4.69
5574,1144000,-3.743
5579,1145000,-4.8713
5584,1146000,-4.4414
5589,1147000,-2.4207
5593,1148000,-2.0163
5598,1149000,-3.2206
5602,1150000,-3.5208
5607,1151000,-3.1692
5612,1152000,-3.382
5617,1153000,-2.5891
5621,1154000,-1.7304
5626,1155000,-2.3815
5631,1156000,-3.0021
5636,1157000,-3.9144
5640,1158000,-1.4417
5645,1159000,-3.4701
5649,1160000,-2.743
5654,1161000,-3.0244
5659,1162000,-3.7837
5664,1163000,-3.6755
5668,1164000,-2.973
5673,1165000,-3.1334
5678,1166000,-4.2452
5682,1167000,-2.4077
5687,1168000,-3.0008
5691,1169000,-3.0697
5696,1170000,-4.1543
5701,1171000,-3.2472
5706,1172000,-1.9772
5710,1173000,-2.9343
5714,1174000,-3.328
5719,1175000,-2.766
